agent,scenario,seed,finished,dnf,dnf_reason,total_time_s,total_time_min,laps_completed,mean_lap_time_s,best_lap_s,worst_lap_s,lap_time_std_s,pit_stops,compounds_used,n_compounds,off_track_count,fuel_remaining_kg,final_tyre_wear_pct
RuleBased,FullDry,42,True,False,,4750.517,79.175,52,91.356,89.984,110.578,2.826,1,Hard+Medium,2,0,1.896,22.974
RuleBased,FullDry,43,True,False,,4750.517,79.175,52,91.356,89.984,110.578,2.826,1,Hard+Medium,2,0,1.896,22.974
RuleBased,FullDry,44,True,False,,4750.517,79.175,52,91.356,89.984,110.578,2.826,1,Hard+Medium,2,0,1.896,22.974
RuleBased,FullDry,45,True,False,,4750.517,79.175,52,91.356,89.984,110.578,2.826,1,Hard+Medium,2,0,1.896,22.974
RuleBased,FullDry,46,True,False,,4750.517,79.175,52,91.356,89.984,110.578,2.826,1,Hard+Medium,2,0,1.896,22.974
RuleBased,FullDry,47,True,False,,4750.517,79.175,52,91.356,89.984,110.578,2.826,1,Hard+Medium,2,0,1.896,22.974
RuleBased,FullDry,48,True,False,,4750.517,79.175,52,91.356,89.984,110.578,2.826,1,Hard+Medium,2,0,1.896,22.974
RuleBased,FullDry,49,True,False,,4750.517,79.175,52,91.356,89.984,110.578,2.826,1,Hard+Medium,2,0,1.896,22.974
RuleBased,FullDry,50,True,False,,4750.517,79.175,52,91.356,89.984,110.578,2.826,1,Hard+Medium,2,0,1.896,22.974
RuleBased,FullDry,51,True,False,,4750.517,79.175,52,91.356,89.984,110.578,2.826,1,Hard+Medium,2,0,1.896,22.974
RuleBased,FullDry,52,True,False,,4750.517,79.175,52,91.356,89.984,110.578,2.826,1,Hard+Medium,2,0,1.896,22.974
RuleBased,FullDry,53,True,False,,4750.517,79.175,52,91.356,89.984,110.578,2.826,1,Hard+Medium,2,0,1.896,22.974
RuleBased,FullDry,54,True,False,,4750.517,79.175,52,91.356,89.984,110.578,2.826,1,Hard+Medium,2,0,1.896,22.974
RuleBased,FullDry,55,True,False,,4750.517,79.175,52,91.356,89.984,110.578,2.826,1,Hard+Medium,2,0,1.896,22.974
RuleBased,FullDry,56,True,False,,4750.517,79.175,52,91.356,89.984,110.578,2.826,1,Hard+Medium,2,0,1.896,22.974
Utility,FullDry,42,True,False,,4750.517,79.175,52,91.356,90.034,110.741,2.832,1,Hard+Medium,2,0,1.896,23.855
Utility,FullDry,43,True,False,,4750.517,79.175,52,91.356,90.034,110.741,2.832,1,Hard+Medium,2,0,1.896,23.855
Utility,FullDry,44,True,False,,4750.517,79.175,52,91.356,90.034,110.741,2.832,1,Hard+Medium,2,0,1.896,23.855
Utility,FullDry,45,True,False,,4750.517,79.175,52,91.356,90.034,110.741,2.832,1,Hard+Medium,2,0,1.896,23.855
Utility,FullDry,46,True,False,,4750.517,79.175,52,91.356,90.034,110.741,2.832,1,Hard+Medium,2,0,1.896,23.855
Utility,FullDry,47,True,False,,4750.517,79.175,52,91.356,90.034,110.741,2.832,1,Hard+Medium,2,0,1.896,23.855
Utility,FullDry,48,True,False,,4750.517,79.175,52,91.356,90.034,110.741,2.832,1,Hard+Medium,2,0,1.896,23.855
Utility,FullDry,49,True,False,,4750.517,79.175,52,91.356,90.034,110.741,2.832,1,Hard+Medium,2,0,1.896,23.855
Utility,FullDry,50,True,False,,4750.517,79.175,52,91.356,90.034,110.741,2.832,1,Hard+Medium,2,0,1.896,23.855
Utility,FullDry,51,True,False,,4750.517,79.175,52,91.356,90.034,110.741,2.832,1,Hard+Medium,2,0,1.896,23.855
Utility,FullDry,52,True,False,,4750.517,79.175,52,91.356,90.034,110.741,2.832,1,Hard+Medium,2,0,1.896,23.855
Utility,FullDry,53,True,False,,4750.517,79.175,52,91.356,90.034,110.741,2.832,1,Hard+Medium,2,0,1.896,23.855
Utility,FullDry,54,True,False,,4750.517,79.175,52,91.356,90.034,110.741,2.832,1,Hard+Medium,2,0,1.896,23.855
Utility,FullDry,55,True,False,,4750.517,79.175,52,91.356,90.034,110.741,2.832,1,Hard+Medium,2,0,1.896,23.855
Utility,FullDry,56,True,False,,4750.517,79.175,52,91.356,90.034,110.741,2.832,1,Hard+Medium,2,0,1.896,23.855
RL,FullDry,42,True,False,,5832.871,97.215,52,112.171,71.898,135.351,14.691,1,Medium+Soft,2,0,2.196,5.572
RL,FullDry,43,True,False,,5832.871,97.215,52,112.171,71.898,135.351,14.691,1,Medium+Soft,2,0,2.196,5.572
RL,FullDry,44,True,False,,5832.871,97.215,52,112.171,71.898,135.351,14.691,1,Medium+Soft,2,0,2.196,5.572
RL,FullDry,45,True,False,,5832.871,97.215,52,112.171,71.898,135.351,14.691,1,Medium+Soft,2,0,2.196,5.572
RL,FullDry,46,True,False,,5832.871,97.215,52,112.171,71.898,135.351,14.691,1,Medium+Soft,2,0,2.196,5.572
RL,FullDry,47,True,False,,5832.871,97.215,52,112.171,71.898,135.351,14.691,1,Medium+Soft,2,0,2.196,5.572
RL,FullDry,48,True,False,,5832.871,97.215,52,112.171,71.898,135.351,14.691,1,Medium+Soft,2,0,2.196,5.572
RL,FullDry,49,True,False,,5832.871,97.215,52,112.171,71.898,135.351,14.691,1,Medium+Soft,2,0,2.196,5.572
RL,FullDry,50,True,False,,5832.871,97.215,52,112.171,71.898,135.351,14.691,1,Medium+Soft,2,0,2.196,5.572
RL,FullDry,51,True,False,,5832.871,97.215,52,112.171,71.898,135.351,14.691,1,Medium+Soft,2,0,2.196,5.572
RL,FullDry,52,True,False,,5832.871,97.215,52,112.171,71.898,135.351,14.691,1,Medium+Soft,2,0,2.196,5.572
RL,FullDry,53,True,False,,5832.871,97.215,52,112.171,71.898,135.351,14.691,1,Medium+Soft,2,0,2.196,5.572
RL,FullDry,54,True,False,,5832.871,97.215,52,112.171,71.898,135.351,14.691,1,Medium+Soft,2,0,2.196,5.572
RL,FullDry,55,True,False,,5832.871,97.215,52,112.171,71.898,135.351,14.691,1,Medium+Soft,2,0,2.196,5.572
RL,FullDry,56,True,False,,5832.871,97.215,52,112.171,71.898,135.351,14.691,1,Medium+Soft,2,0,2.196,5.572
RuleBased,FullWet,42,True,False,,5152.302,85.872,52,99.083,96.583,117.179,2.801,1,Wet,1,0,1.887,40.899
RuleBased,FullWet,43,True,False,,5152.302,85.872,52,99.083,96.583,117.179,2.801,1,Wet,1,0,1.887,40.899
RuleBased,FullWet,44,True,False,,5152.302,85.872,52,99.083,96.583,117.179,2.801,1,Wet,1,0,1.887,40.899
RuleBased,FullWet,45,True,False,,5152.302,85.872,52,99.083,96.583,117.179,2.801,1,Wet,1,0,1.887,40.899
RuleBased,FullWet,46,True,False,,5152.302,85.872,52,99.083,96.583,117.179,2.801,1,Wet,1,0,1.887,40.899
RuleBased,FullWet,47,True,False,,5152.302,85.872,52,99.083,96.583,117.179,2.801,1,Wet,1,0,1.887,40.899
RuleBased,FullWet,48,True,False,,5152.302,85.872,52,99.083,96.583,117.179,2.801,1,Wet,1,0,1.887,40.899
RuleBased,FullWet,49,True,False,,5152.302,85.872,52,99.083,96.583,117.179,2.801,1,Wet,1,0,1.887,40.899
RuleBased,FullWet,50,True,False,,5152.302,85.872,52,99.083,96.583,117.179,2.801,1,Wet,1,0,1.887,40.899
RuleBased,FullWet,51,True,False,,5152.302,85.872,52,99.083,96.583,117.179,2.801,1,Wet,1,0,1.887,40.899
RuleBased,FullWet,52,True,False,,5152.302,85.872,52,99.083,96.583,117.179,2.801,1,Wet,1,0,1.887,40.899
RuleBased,FullWet,53,True,False,,5152.302,85.872,52,99.083,96.583,117.179,2.801,1,Wet,1,0,1.887,40.899
RuleBased,FullWet,54,True,False,,5152.302,85.872,52,99.083,96.583,117.179,2.801,1,Wet,1,0,1.887,40.899
RuleBased,FullWet,55,True,False,,5152.302,85.872,52,99.083,96.583,117.179,2.801,1,Wet,1,0,1.887,40.899
RuleBased,FullWet,56,True,False,,5152.302,85.872,52,99.083,96.583,117.179,2.801,1,Wet,1,0,1.887,40.899
Utility,FullWet,42,True,False,,5164.648,86.077,52,99.32,97.083,117.677,2.772,1,Wet,1,0,1.897,53.521
Utility,FullWet,43,True,False,,5164.648,86.077,52,99.32,97.083,117.677,2.772,1,Wet,1,0,1.897,53.521
Utility,FullWet,44,True,False,,5164.648,86.077,52,99.32,97.083,117.677,2.772,1,Wet,1,0,1.897,53.521
Utility,FullWet,45,True,False,,5164.648,86.077,52,99.32,97.083,117.677,2.772,1,Wet,1,0,1.897,53.521
Utility,FullWet,46,True,False,,5164.648,86.077,52,99.32,97.083,117.677,2.772,1,Wet,1,0,1.897,53.521
Utility,FullWet,47,True,False,,5164.648,86.077,52,99.32,97.083,117.677,2.772,1,Wet,1,0,1.897,53.521
Utility,FullWet,48,True,False,,5164.648,86.077,52,99.32,97.083,117.677,2.772,1,Wet,1,0,1.897,53.521
Utility,FullWet,49,True,False,,5164.648,86.077,52,99.32,97.083,117.677,2.772,1,Wet,1,0,1.897,53.521
Utility,FullWet,50,True,False,,5164.648,86.077,52,99.32,97.083,117.677,2.772,1,Wet,1,0,1.897,53.521
Utility,FullWet,51,True,False,,5164.648,86.077,52,99.32,97.083,117.677,2.772,1,Wet,1,0,1.897,53.521
Utility,FullWet,52,True,False,,5164.648,86.077,52,99.32,97.083,117.677,2.772,1,Wet,1,0,1.897,53.521
Utility,FullWet,53,True,False,,5164.648,86.077,52,99.32,97.083,117.677,2.772,1,Wet,1,0,1.897,53.521
Utility,FullWet,54,True,False,,5164.648,86.077,52,99.32,97.083,117.677,2.772,1,Wet,1,0,1.897,53.521
Utility,FullWet,55,True,False,,5164.648,86.077,52,99.32,97.083,117.677,2.772,1,Wet,1,0,1.897,53.521
Utility,FullWet,56,True,False,,5164.648,86.077,52,99.32,97.083,117.677,2.772,1,Wet,1,0,1.897,53.521
